S.No,Published Date,Bid Closing Date,Tender Opening Date,Title,Etender Ref,Tender ID,Organisation Chain,Tender Value (INR),Page,Scraped At
75,21-04-2026 17:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Ladi and Beautification work Near Building No. 7, Nagari Niwara, Goregaon (E) EE/West/MSIB / e-tender / DDR / 18 / 2026-27",,2026_MHADA_1296914_10,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"28,80,658",8,21-04-2026 19:10
76,21-04-2026 17:00,25-04-2026 17:45,27-04-2026 17:45,Construction of cement road and drain within village Kusumkot Tq. Dharani 2CALL NO/E-TENDER/ ZP/AMT/NIT17/SUBE/2025_26,,2025_AMRAV_1256136_67,RDD-CEO-AMRAVATI||AMRAVATI-WORKS DIV.,NA,8,21-04-2026 19:10
77,21-04-2026 17:00,28-04-2026 16:00,29-04-2026 16:00,Water supply System Maintainance and Operation SHD/wss/2026-27,,2026_DMA_1296937_1,"Directorate Of Municipal Administration||Municipal Administration, Nandurbar||Municipal Council, Shahada||Water Supply and Sanitation Department",1,8,21-04-2026 19:10
78,21-04-2026 17:00,27-04-2026 17:00,28-04-2026 17:00,Providing and Fixing 6 mtr.Pole and LED Street Light Fitting at Aarani Taluka and District Dharashiv (Location_ Hindu Smashanbhumi ) ETENDERNOTICE21042026,,2026_OSMAN_1296941_1,RDD-CEO-OSMANABAD||OSMANABAD-Dy. CEO V.P.||OSMANABAD,"4,23,707",8,21-04-2026 19:10
79,21-04-2026 17:00,27-04-2026 17:00,28-04-2026 17:00,E-TENDER NOTICE FOR 2026-27,,2026_NASHI_1296952_1,RDD-CEO-NASHIK||NASHIK-Dy. CEO V.P.||PETH||KAYRE,0,8,21-04-2026 19:10
80,21-04-2026 17:00,25-04-2026 17:45,27-04-2026 17:45,Construction of CC crocrete road and drain from Anganwadi to Rajkumar Sakom House Susarda 2CALL NO/E-TENDER/ ZP/AMT/NIT17/SUBE/2025_26,,2025_AMRAV_1256136_68,RDD-CEO-AMRAVATI||AMRAVATI-WORKS DIV.,NA,8,21-04-2026 19:10
81,21-04-2026 17:00,27-04-2026 17:00,28-04-2026 17:00,Construction of Cement Concrete Road from House of Sachin Londhe to Smashanbhoomi at Kond Taluka and District Dharashiv E-TENDERNOTICEKOND-3,,2026_OSMAN_1296961_1,RDD-CEO-OSMANABAD||OSMANABAD-Dy. CEO V.P.||OSMANABAD,"13,30,776",9,21-04-2026 19:10
82,21-04-2026 17:00,27-04-2026 17:00,28-04-2026 17:00,"Supply of contractual skilled,unskilled labors for Office work NAGAR PANCHAYAT BARSHITAKALI DIST AKOLA E-TENDER NOTICE NO./26-27 DATED-21-04-26",,2026_DMA_1296967_1,"Directorate Of Municipal Administration||Municipal Administration, Akola||Nagar Panchyat Barshitakli",NA,9,21-04-2026 19:10
83,21-04-2026 17:00,28-04-2026 17:00,29-04-2026 17:00,"Under the initiative Jal Hi Amrit under the Amrit 2.0 Mission sponsored by the Central Government, Decanter, Centrifuge and Automatic Gas Chlorination System will be installed in the 14 D.L.L. capacity sewage treatment plant at Panvel. (3rd Call) PMC/SEWERAGE/55/2025-26",,2026_PMC_1296965_1,Panvel Municipal Corporation,"1,61,35,668",9,21-04-2026 19:10
84,21-04-2026 17:00,27-04-2026 17:00,28-04-2026 17:00,LIQUID WASTE WATER MANAGEMENT GP/K/2026-27/01,,2026_RDPUN_1296956_1,RDD-CEO-PUNE||PUNE-Dy. CEO V.P.||DAUND||KHANOTA,1,9,21-04-2026 19:10
85,21-04-2026 16:55,27-04-2026 18:00,28-04-2026 18:00,SPECIAL REPAIRS TO WATER SUPLLY SCHEME AT ANTRI MALKAPUR TQ BALAPUR DIST AKOLA UNDER WATER SCARCITY 2026 GP/ANTRIMALKAPUR/01/2026-27,,2026_AKOLA_1296963_1,RDD-CEO-AKOLA||AKOLA-Dy. CEO V.P.||BALAPUR||ANTRI MALKAPUR,"5,99,828",9,21-04-2026 19:10
86,21-04-2026 16:30,27-04-2026 10:00,28-04-2026 10:00,ETENDER NOTICE NO 2 GP/SANGVI/15th FC/GPL/11/25-26,,2026_DHULE_1296922_1,RDD-CEO-DHULE||DHULE-Dy. CEO V.P.||SHIRPUR||SANGVI,"4,00,000",9,21-04-2026 19:10
87,21-04-2026 16:30,27-04-2026 16:30,28-04-2026 16:30,SUPPLY OF ELECTRICAL MATERIAL AT GP/DAHEGAON R/ZP/NGP/TENDER NO1/2026-27/1st CALL ZP/NGP/GP/DAHEGAON R/SUPPLY OF ELECTRICAL MATERIAL/TENDER /NO1/2026-27,,2026_NAGPU_1296933_1,RDD-CEO-NAGPUR||NAGPUR-Dy. CEO V.P.||SAONER||DAHEGAON,NA,9,21-04-2026 19:10
88,21-04-2026 16:30,27-04-2026 17:00,29-04-2026 11:00,"2026-2029 Providing and Maintenance of LED Blinker Lights, Signals at various locations for Shirdi Municipal Council, Shirdi, Tal. Rahata, Dist. Ahilyanagar. 2026_Shirdi MC E-Tender for Elect Deptt",,2026_DMA_1296943_1,"Directorate Of Municipal Administration||Municipal Administration, Ahmednagar||Municipal Council Shirdi",1,9,21-04-2026 19:10
89,21-04-2026 16:15,04-05-2026 16:15,05-05-2026 16:15,Protection and maintenance of trees and removal of dead and dangerous trees branches from MMRDA roads in BKC (2026-2027) GC/BKC/TT/2026,,2026_MMRDA_1296900_1,Mumbai Metropolitan Region Development Authority||Maharashtra Nature Park Society,"84,57,615",9,21-04-2026 19:10
90,21-04-2026 16:10,27-04-2026 11:00,27-04-2026 11:00,"Special Repairs to ZP Primary School at Zuli pod GP Zuli Tq. Pandharkawada, Dist. Yavatmal E-tender5/2025-2026",,2026_YAVAT_1296935_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||KELAPUR||ZULI,"2,50,000",9,21-04-2026 19:10
91,21-04-2026 16:00,05-05-2026 17:30,07-05-2026 14:30,CONSTG. OF SABHAGHRAH FOR SANJEEVANEE BET AT WADWAL (N) TQ. CHAKUR DIST LATUR UNDER UNDER TIRTHKSHETRA YOJNA FOR THE YEAR 2025-26 ZPL/W/E-T/78/2025-26,,2026_LATUR_1296741_1,RDD-CEO-LATUR,"29,50,423",10,21-04-2026 19:10
92,21-04-2026 16:00,04-05-2026 16:05,06-05-2026 16:05,Preparation of Environment Status Report ChEng/186 /Env and CC/10APRIL2026,,2026_MCGM_1296534_1,Municipal Corporation of Greater Mumbai||Environment and Climate Change Department||Dy.Ch.Eng.(Env.and CC) Knowledge and Innovation||Scientist In Charge AQMRL,NA,10,21-04-2026 19:10
93,21-04-2026 16:00,28-04-2026 16:00,29-04-2026 16:00,Construction of Gutter and Pathway at Kailasnagar Manes House area In Ward No.16 Wagle Ward Committee. TMC/PRO/PWD/52/2026-27,,2026_TMC_1296831_2,Thane Municipal Corporation Thane||Public Works Department,"20,57,100",10,21-04-2026 19:10
94,21-04-2026 16:00,28-04-2026 16:00,29-04-2026 16:00,Construction of Gutter and Pathway at Junagaon Shirsaths Back Side of House area In Ward No.16 Wagle Ward Committee. TMC/PRO/PWD/52/2026-27,,2026_TMC_1296831_3,Thane Municipal Corporation Thane||Public Works Department,"20,56,600",10,21-04-2026 19:10
95,21-04-2026 16:00,28-04-2026 16:00,29-04-2026 16:00,Construction of Gutter and Pathway at Junagaon Arjun Divtes Back Side of House area In Ward No.16 Wagle Ward Committee. TMC/PRO/PWD/52/2026-27,,2026_TMC_1296831_4,Thane Municipal Corporation Thane||Public Works Department,"20,58,300",10,21-04-2026 19:10
96,21-04-2026 16:00,28-04-2026 16:00,29-04-2026 16:00,Construction of Gutter and Pathway at Kailasnagar Satish Bansodes Back side of House area In Ward No.16 Wagle Ward Committee. TMC/PRO/PWD/52/2026-27,,2026_TMC_1296831_5,Thane Municipal Corporation Thane||Public Works Department,"20,56,600",10,21-04-2026 19:10
97,21-04-2026 16:00,28-04-2026 16:00,29-04-2026 16:00,Construction of Gutter and Pathway at Ramnagar Santosh Kirana Stores Back side of House area In Ward No.16 Wagle Ward Committee. TMC/PRO/PWD/52/2026-27,,2026_TMC_1296831_6,Thane Municipal Corporation Thane||Public Works Department,"20,58,600",10,21-04-2026 19:10
98,21-04-2026 16:00,28-04-2026 16:00,29-04-2026 16:00,Construction of Gutter and Pathway at Ramnagar Vimal Badadale Back side of House In Ward No.16 Wagle Ward Committee. TMC/PRO/PWD/52/2026-27,,2026_TMC_1296831_7,Thane Municipal Corporation Thane||Public Works Department,"20,57,100",10,21-04-2026 19:10
99,21-04-2026 16:00,28-04-2026 16:00,29-04-2026 16:00,Construction of Gutter and Pathway at Ramnagar Various Places In Ward No.16 Wagle Ward Committee. TMC/PRO/PWD/52/2026-27,,2026_TMC_1296831_8,Thane Municipal Corporation Thane||Public Works Department,"20,58,100",10,21-04-2026 19:10
100,21-04-2026 16:00,28-04-2026 16:00,30-04-2026 16:00,Under Special Government Fund for the work of Construction of Compound wall on government plot near Saibaba Mandir backside of Datta Mandir at Indiranagar in Ward No. 15 B of Thane Municipal Corporation area. TMC/PRO/PWD/53/2025-26,,2026_TMC_1296866_1,Thane Municipal Corporation Thane||Public Works Department,"2,01,45,007",10,21-04-2026 19:10
101,21-04-2026 16:00,28-04-2026 17:00,30-04-2026 17:00,1. Proposed Construction of Ladhikaran of Chowk And open Land At Khanadala Nagarpanchayat (Bengarutwadi Mandai Mandir Chowk) NPK/4/2025-26-3rd Call,,2026_DMA_1296885_1,Directorate Of Municipal Administration||Municipal Administration Satara||Nagar Panchayat Khandala,"8,05,635",11,21-04-2026 19:10
102,21-04-2026 16:00,05-05-2026 17:00,06-05-2026 17:00,Construction of Internal C.C.Road in Gopal Krushna Nagar (147) At Pardi Takmor Tq Dist Washim ZP/WASHIM/PARDI TAKMOR/2026-27/1,,2026_WASHI_1296905_1,RDD-CEO-WASHIM||WASHIM-Dy. CEO V.P.||WASHIM||PARDI (TAKMOR),"10,00,000",11,21-04-2026 19:10
103,21-04-2026 16:00,27-04-2026 09:00,28-04-2026 09:00,Providing and fixing paving block dr babasaheb ambedkar nagar(anusuchit jati nav boudha vikas yojna) nit 01 2025 26,,2026_YAVAT_1296908_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||UMARKHED||VIDUL,"5,00,000",11,21-04-2026 19:10
104,21-04-2026 16:00,28-04-2026 16:00,30-04-2026 16:00,Construction of Strom Water Drain and Pathway Near Umesh Singh House at Varlipada in Ward No.16 C Under Wagle Ward Committee Area. TMC/PRO/PWD/WPS/55/2025-26,,2026_TMC_1296879_1,Thane Municipal Corporation Thane||Public Works Department,"11,84,105",11,21-04-2026 19:10
105,21-04-2026 16:00,27-04-2026 09:00,28-04-2026 09:00,Providing and fixing paving block annabhau sathe nagar(anusuchit jati nav boudha vikas yojna) nit 02 2025 26,,2026_YAVAT_1296915_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||UMARKHED||VIDUL,"5,00,000",11,21-04-2026 19:10
106,21-04-2026 16:00,27-04-2026 18:00,28-04-2026 18:00,MATERIAL SUPPLY FOR ALL TYPE CONSTRUCTION WORK FOR YEAR 2026-27 AT GP MANSAR NGPZP-GP/Ram_ Mansar /T-110/26-27,,2026_NAGPU_1296918_1,RDD-CEO-NAGPUR||NAGPUR-Dy. CEO V.P.||RAMTEK||MANSAR,0,11,21-04-2026 19:10
107,21-04-2026 16:00,27-04-2026 18:00,28-04-2026 18:00,Supply Materials For Electrical Work And Water Supply Scheme For yr 2026-27 At GP Mansar NGPZP-GP/Ram_ Mansar /T-110/26-27,,2026_NAGPU_1296918_2,RDD-CEO-NAGPUR||NAGPUR-Dy. CEO V.P.||RAMTEK||MANSAR,0,11,21-04-2026 19:10
108,21-04-2026 16:00,27-04-2026 10:00,28-04-2026 10:00,ETENDER NOTICE NO 1 GP/SANGVI/15th FC/GPL/10/25-26,,2026_DHULE_1296920_1,RDD-CEO-DHULE||DHULE-Dy. CEO V.P.||SHIRPUR||SANGVI,"5,00,000",11,21-04-2026 19:10
109,21-04-2026 16:00,28-04-2026 16:00,30-04-2026 16:00,Construction of Strom Water Drain and Pathway Near Nirmaladevi Vasahat at Ramnagar in Ward No.16 C Under Wagle Ward Committee Area. TMC/PRO/PWD/WPS/55/2025-26,,2026_TMC_1296879_2,Thane Municipal Corporation Thane||Public Works Department,"10,75,761",11,21-04-2026 19:10
110,21-04-2026 15:55,27-04-2026 15:00,28-04-2026 15:00,SUPPLY IN CONSTRUCTION ALL TYPE MATERIAL ZPB/PSB/GPMANE/M/1/26-27,,2026_BHAND_1296901_1,RDD-CEO-BHANDARA||BHANDARA-Dy. CEO V.P.||BHANDARA||DAWWA,NA,11,21-04-2026 19:10
111,21-04-2026 15:50,27-04-2026 16:00,28-04-2026 16:00,SUPPLY OF WATER MATERIAL AT GP/DAHEGAON R/ZP/NGP/TENDER NO1/2026-27/1st CALL ZP/NGP/GP/DAHEGAON R/SUPPLY OF WATER MATERIAL/TENDER /NO1/2026-27,,2026_NAGPU_1296927_1,RDD-CEO-NAGPUR||NAGPUR-Dy. CEO V.P.||SAONER||DAHEGAON,NA,12,21-04-2026 19:11
112,21-04-2026 15:40,27-04-2026 15:40,28-04-2026 15:40,SUPPLY OF CONSTRUCTION MATERIAL AT GP/DAHEGAON R/ZP/NGP/TENDER NO1/2026-27/1st CALL ZP/NGP/GP/DAHEGAON(R)/SUPPLY OF CON MATERIAL/TENDER/ NO1/2026-27,,2026_NAGPU_1296919_1,RDD-CEO-NAGPUR||NAGPUR-Dy. CEO V.P.||SAONER||DAHEGAON,NA,12,21-04-2026 19:11
113,21-04-2026 15:30,27-04-2026 15:00,28-04-2026 15:00,MATERIAL SUPPLY FOR ALL TYPE CONSTRUCTION WORK FOR YEAR 2026-27 (UNDER ALL FUND) GP PIPRIYA TH RAMTEK NGPZP-GP/Ram_Pipriya/T-1/26-27,,2026_NAGPU_1296899_1,RDD-CEO-NAGPUR||NAGPUR-Dy. CEO V.P.||RAMTEK||PIPRIYA,NA,12,21-04-2026 19:11
114,21-04-2026 15:30,27-04-2026 17:00,29-04-2026 11:00,construction of compound wall gramsachivalay at gp lihigaon ZP/NG/GP-LIHIGAON/T-1/26-27,,2026_NAGPU_1296902_1,RDD-CEO-NAGPUR||NAGPUR-Dy. CEO V.P.||KAMPTEE||LIHIGAON,NA,12,21-04-2026 19:11
115,21-04-2026 15:30,27-04-2026 15:00,28-04-2026 15:00,MATERIAL SUPPLY FOR ALL TYPE MATERIALS FOR ALL TYPE WORK FOR YEAR 2026-27 (UNDER MATOSHRI PANDHAN RASTA) AT GP PIPRIYA TH RAMTEK NGPZP-GP/Ram_Pipriya/T-2/26-27,,2026_NAGPU_1296907_1,RDD-CEO-NAGPUR||NAGPUR-Dy. CEO V.P.||RAMTEK||PIPRIYA,NA,12,21-04-2026 19:11
116,21-04-2026 15:15,27-04-2026 11:00,28-04-2026 11:00,"Providing, Maintaining, Repairing of Computer, Hardware and other related items for Municipal Council Mul mmc/comp/535a/2026",,2026_DMA_1283786_3,"Directorate Of Municipal Administration||Municipal Administration, Chandrapur||Municipal Council, Mul",NA,12,21-04-2026 19:11
117,21-04-2026 15:15,27-04-2026 15:15,28-04-2026 15:15,SUPPLY OF WATER AND ELECTRICAL MATERIAL AT GP/JOGA/ZP/NGP/TENDER NO1/2026-27/1st CALL ZP/NGP/GP/JOGA/SUPPLY OF WATER AND ELECTRICAL MATERIAL/TENDER /NO1/2026-27,,2026_NAGPU_1296896_1,RDD-CEO-NAGPUR||NAGPUR-Dy. CEO V.P.||SAONER||JOGA,NA,12,21-04-2026 19:11
118,21-04-2026 15:15,01-05-2026 18:00,02-05-2026 18:00,Providing and fixing paver blocks and repairing works at Talegaon Smashanbhumi in Igatpuri Muncipal Council. 2026_talegaon,,2026_DMA_1296903_1,"Directorate Of Municipal Administration||Municipal Administration, Nashik||Municipal Council, Igatpuri","14,24,730",12,21-04-2026 19:11
119,21-04-2026 15:10,27-04-2026 11:00,28-04-2026 11:00,"Providing, Maintaining, Repairing Of CCTV and Hardwares in for Municipal Council Mul mmc/comp/535/2026",,2026_DMA_1283723_3,"Directorate Of Municipal Administration||Municipal Administration, Chandrapur||Municipal Council, Mul",NA,12,21-04-2026 19:11
120,21-04-2026 15:00,28-04-2026 15:00,30-04-2026 11:00,REGARDING THE SUPLLY OF COMPUTERS PRINTERS AND OTHER ALLIED EQUIPMENTS TO APMC PUNE AS PER REQUIREMENTS KUBS PUNE/BHANDAR/4/2025-26,,2026_CMTDM_1296361_1,"Co-operation, Marketing and Textiles Dept, Mumbai||Directorate of Marketing, Pune||Agriculture Product Market Committee Pune","15,00,000",12,21-04-2026 19:11
121,21-04-2026 15:00,04-05-2026 14:00,05-05-2026 14:00,Construction of Processing Shed 76.16 Sq.Meter SMART/PGR/ANKSTI/WORKS/02/2026,,2026_DOAWB_1296519_1,Department of Agriculture- World Bank Tenders||Hon. Balasaheb Thackeray Agribusiness and Rural Transformation (SMART) Project Pune- World Bank Tenders||RIU Thane- World Bank Tenders||DIU Palghar- World Bank Tenders,"13,50,000",13,21-04-2026 19:11
122,21-04-2026 15:00,28-04-2026 18:00,30-04-2026 16:00,3. Concreting Internal Roads At - Mandve Bk Tal -Jamner Dist - Jalgaon ZPJL/Works/e.TenderNotice No.30/2025-26,,2026_JALGA_1296610_1,RDD-CEO-JALGAON||JALGAON-WORKS DIV.,"18,14,750",13,21-04-2026 19:11
123,21-04-2026 15:00,28-04-2026 18:00,30-04-2026 16:00,4. Construction of sabha Mandap on open space of Gut no 66 At Tondapur Tal. Jamner ZPJL/Works/e.TenderNotice No.30/2025-26,,2026_JALGA_1296610_2,RDD-CEO-JALGAON||JALGAON-WORKS DIV.,"24,68,392",13,21-04-2026 19:11
124,21-04-2026 15:00,28-04-2026 18:00,30-04-2026 16:00,10. Construction of Sabhamandap at Jalandri. Tal Jamner Dist Jalgaon ZPJL/Works/e.TenderNotice No.30/2025-26,,2026_JALGA_1296610_3,RDD-CEO-JALGAON||JALGAON-WORKS DIV.,"15,49,796",13,21-04-2026 19:11
125,21-04-2026 15:00,29-04-2026 17:30,04-05-2026 11:05,"CONSTRUCTION OF 1080 MT NEW GRAIN GODWON AT KUMATHE, TAL-KOREGAON, DIST-SATARA. SHORT TERM E-TENDER NOTICE NO. 86 FOR 2025-2026",,2026_PWDRP_1296747_1,Public Works Region-Pune||Public Works Circle-Satara||Public Works Division-Satara,"2,95,17,652",13,21-04-2026 19:11
126,21-04-2026 15:00,28-04-2026 18:00,30-04-2026 16:00,8. Construction of smashanbhoomi at. Rampur ( Rampur Tanda ) Tal. Jamner Dist Jalgaon ZPJL/Works/e.TenderNotice No.32/2025-26,,2026_JALGA_1296754_1,RDD-CEO-JALGAON||JALGAON-WORKS DIV.,"14,87,483",13,21-04-2026 19:11
127,21-04-2026 15:00,28-04-2026 18:00,30-04-2026 16:00,10. Construction of smashanbhoomi at. Shankarpura Tanda ( V. P. Nagan Khurd ) Tal. Jamner Dist. Jalgaon ZPJL/Works/e.TenderNotice No.32/2025-26,,2026_JALGA_1296754_2,RDD-CEO-JALGAON||JALGAON-WORKS DIV.,"14,87,483",13,21-04-2026 19:11
128,21-04-2026 15:00,28-04-2026 18:00,30-04-2026 16:00,11. Construction / Decorating Smashanbhoomi Premices At. Laxman Tanda Khadaki. Tal. Jamner Dist Jalgaon ZPJL/Works/e.TenderNotice No.32/2025-26,,2026_JALGA_1296754_3,RDD-CEO-JALGAON||JALGAON-WORKS DIV.,"14,87,398",13,21-04-2026 19:11
129,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Ladi Near Khokar Society, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_8,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",13,21-04-2026 19:11
130,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Ladi at Wamanrao Pai Udyan, 17th, 5th and 7th Road, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_9,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",13,21-04-2026 19:11
131,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Ladi at Pandit Deen Dayal Upadhyay Arogya Kendra, Near Khandelwal Building, Gorai 3, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_10,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",14,21-04-2026 19:11
132,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Ladi Near Ganesh Society, Rajendra Nagar, Borivali (E) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_11,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",14,21-04-2026 19:11
133,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"Const. of Drainag Line Near Ganesh Society, Rajendra Nagar, Borivali (E) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_12,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",14,21-04-2026 19:11
134,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Ladi Alongwith Sewage System at Ajit Nagar, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_13,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",14,21-04-2026 19:11
135,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Ladi Alongwith Sewage System at Poisar, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_14,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",14,21-04-2026 19:11
136,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"Beautification of Madhusudan Kolhatkar Chowk, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_15,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",14,21-04-2026 19:11
137,21-04-2026 15:00,28-04-2026 16:00,29-04-2026 16:00,Construction of Gutter and Pathway at Kailasnagar Ramashankar Yadavs House area In Ward No.16 Wagle Ward Committee. TMC/PRO/PWD/52/2026-27,,2026_TMC_1296831_1,Thane Municipal Corporation Thane||Public Works Department,"20,57,100",14,21-04-2026 19:11
138,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"Improvement of Garden at Natakwala Lane, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_16,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",14,21-04-2026 19:11
139,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"Improvement of Garden Opp. MCA Ground, Mahavir Nagar, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_17,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",14,21-04-2026 19:11
140,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"Const. of Balwadi and Water Connection at Jai Jawan Zopadpatti Mandal, Rajendra Nagar, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_18,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",14,21-04-2026 19:11
141,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Paver Block / Ladi Near Malhar Society, Behind Poisar Gymkhana, Kandivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_19,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",15,21-04-2026 19:11
142,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"Beautification of Garden Near Prerna Society, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_20,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",15,21-04-2026 19:11
143,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:00,Est.No.5279/2025-26 Notice No. 04/2026-27,,2026_PWDM_1296845_1,Public Works Department Mantralaya||CE-Electrical PWD Mumbai||SE-Electrical Circle PWD Mumbai||EE-Electrical Division PWD Nashik,"42,55,350",15,21-04-2026 19:11
144,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Ladi / Dustbin and VIC Benches Near Rajendra Nagar, Ekta Society, Dattapada Road, Borivali (E) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_21,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",15,21-04-2026 19:11
145,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"Providing and Installing Solar Panel, Water Connection, Repairs of Road at Shree Gaondevi Gramastha Mandal, Shimpoli Village, Borivali (W) EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_22,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",15,21-04-2026 19:11
146,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Ladi and Const. of Drainage Line Near Vidya Society, Plot No. 408, Sector 4, Charkop EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_23,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",15,21-04-2026 19:11
147,21-04-2026 15:00,28-04-2026 15:00,29-04-2026 15:05,"P/F Ladi and Const. of Drainage Line Near Mandar Society, Plot No. 71, Gorai 1 EE/West/MSIB /e-Tender / 17 / 2026-27",,2026_MHADA_1296625_24,Maharashtra Housing and Area Development Authority||Slum Improvement Board - Mumbai,"41,15,226",15,21-04-2026 19:11
